Season,Date,Tournament,Round,Map,Side,Match Duration,Team,Attack/Defend Success?,Offense/Defense/KotH,KotH: Who Captured First?,Player,Hero,Hero swapped From,Swap Location,Start Time,End Time,Time Played,Match Share,Time Played (sec),Duration Calculation Column
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Garden,2,0:03:19,EnVyUs,Yes,KotH,No,Harryhook,Lucio,,,7:40:34,7:43:53,0:03:19,100.00%,199,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Garden,2,0:03:19,EnVyUs,Yes,KotH,No,Internethulk,Zarya,,,7:40:34,7:43:53,0:03:19,100.00%,199,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Garden,2,0:03:19,EnVyUs,Yes,KotH,No,Talespin,Tracer,,,7:40:34,7:43:53,0:03:19,100.00%,199,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Garden,2,0:03:19,Fnatic,No,KotH,Yes,Buds,Reaper,,,7:40:34,7:43:53,0:03:19,100.00%,199,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Garden,2,0:03:19,Fnatic,No,KotH,Yes,Vonethil,Lucio,,,7:40:34,7:43:53,0:03:19,100.00%,199,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Garden,2,0:03:19,Fnatic,No,KotH,Yes,Custa,Ana,,,7:40:34,7:43:53,0:03:19,100.00%,199,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Garden,2,0:03:19,Fnatic,No,KotH,Yes,Coolmatt69,Zarya,,,7:40:34,7:43:53,0:03:19,100.00%,199,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Garden,2,0:03:19,Fnatic,No,KotH,Yes,IDDQD,Tracer,,,7:40:34,7:43:53,0:03:19,100.00%,199,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Garden,2,0:03:19,Fnatic,No,KotH,Yes,Stoop,Reinhardt,,,7:40:34,7:43:53,0:03:19,100.00%,199,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Control Center,3,0:05:18,EnVyUs,Yes,KotH,Yes,Taimou,Roadhog,,,7:44:41,7:49:59,0:05:18,100.00%,318,0:05:18
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Control Center,3,0:05:18,EnVyUs,Yes,KotH,Yes,Chipshajen,Ana,,,7:44:41,7:49:59,0:05:18,100.00%,318,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Control Center,3,0:05:18,EnVyUs,Yes,KotH,Yes,Cocco,Reinhardt,,,7:44:41,7:49:59,0:05:18,100.00%,318,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Control Center,3,0:05:18,EnVyUs,Yes,KotH,Yes,Harryhook,Lucio,,,7:44:41,7:49:59,0:05:18,100.00%,318,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Control Center,3,0:05:18,EnVyUs,Yes,KotH,Yes,Internethulk,Zarya,,,7:44:41,7:49:59,0:05:18,100.00%,318,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Control Center,3,0:05:18,EnVyUs,Yes,KotH,Yes,Talespin,Tracer,,,7:44:41,7:49:59,0:05:18,100.00%,318,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Control Center,3,0:05:18,Fnatic,No,KotH,No,Buds,Reaper,,,7:44:41,7:49:59,0:05:18,100.00%,318,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Control Center,3,0:05:18,Fnatic,No,KotH,No,Vonethil,Lucio,,,7:44:41,7:49:59,0:05:18,100.00%,318,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Control Center,3,0:05:18,Fnatic,No,KotH,No,Custa,Ana,,,7:44:41,7:49:59,0:05:18,100.00%,318,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Control Center,3,0:05:18,Fnatic,No,KotH,No,Coolmatt69,Zarya,,,7:44:41,7:49:59,0:05:18,100.00%,318,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Control Center,3,0:05:18,Fnatic,No,KotH,No,IDDQD,Tracer,,,7:44:41,7:49:59,0:05:18,100.00%,318,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Lijiang Tower - Control Center,3,0:05:18,Fnatic,No,KotH,No,Stoop,Reinhardt,,,7:44:41,7:49:59,0:05:18,100.00%,318,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,1,0:06:13,Fnatic,No,Defense,,Buds,Reaper,,,7:55:14,7:59:49,0:04:35,73.73%,275,0:06:13
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,1,0:06:13,Fnatic,No,Defense,,Vonethil,Lucio,,,7:55:14,8:01:27,0:06:13,100.00%,373,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,1,0:06:13,Fnatic,No,Defense,,Custa,Ana,,,7:55:14,8:01:27,0:06:13,100.00%,373,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,1,0:06:13,Fnatic,No,Defense,,Coolmatt69,Zarya,,,7:55:14,8:01:27,0:06:13,100.00%,373,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,1,0:06:13,Fnatic,No,Defense,,IDDQD,McCree,,,7:55:14,8:01:27,0:06:13,100.00%,373,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,1,0:06:13,Fnatic,No,Defense,,Stoop,Reinhardt,,,7:55:14,8:01:27,0:06:13,100.00%,373,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,1,0:06:13,EnVyUs,Yes,Offense,,Taimou,Roadhog,,,7:55:14,7:56:09,0:00:55,14.75%,55,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,1,0:06:13,EnVyUs,Yes,Offense,,Chipshajen,Ana,,,7:55:14,8:01:27,0:06:13,100.00%,373,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,1,0:06:13,EnVyUs,Yes,Offense,,Cocco,Zarya,,,7:55:14,8:01:27,0:06:13,100.00%,373,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,1,0:06:13,EnVyUs,Yes,Offense,,Harryhook,Mercy,,,7:55:14,8:01:27,0:06:13,100.00%,373,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,1,0:06:13,EnVyUs,Yes,Offense,,Internethulk,Winston,,,7:55:14,8:01:27,0:06:13,100.00%,373,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,1,0:06:13,EnVyUs,Yes,Offense,,Talespin,Pharah,,,7:55:14,8:01:27,0:06:13,100.00%,373,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,1,0:06:13,EnVyUs,Yes,Offense,,Taimou,McCree,Roadhog,Dorado Courtyard ,7:56:09,8:01:27,0:05:18,85.25%,318,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,1,0:06:13,Fnatic,No,Defense,,Buds,Roadhog,Reaper,Dorado Second Point,7:59:49,8:01:27,0:01:38,26.27%,98,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,2,0:06:42,Fnatic,No,Offense,,Stoop,Reinhardt,,,8:03:25,8:10:07,0:06:42,100.00%,402,0:06:42
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,2,0:06:42,Fnatic,No,Offense,,IDDQD,Tracer,,,8:03:25,8:06:22,0:02:57,44.03%,177,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,2,0:06:42,Fnatic,No,Offense,,Coolmatt69,Zarya,,,8:03:25,8:07:13,0:03:48,56.72%,228,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,2,0:06:42,Fnatic,No,Offense,,Custa,Ana,,,8:03:25,8:10:07,0:06:42,100.00%,402,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,2,0:06:42,Fnatic,No,Offense,,Vonethil,Lucio,,,8:03:25,8:10:07,0:06:42,100.00%,402,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,2,0:06:42,Fnatic,No,Offense,,Buds,Reaper,,,8:03:25,8:10:07,0:06:42,100.00%,402,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,2,0:06:42,EnVyUs,Yes,Defense,,Taimou,Roadhog,,,8:03:25,8:07:03,0:03:38,54.23%,218,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,2,0:06:42,EnVyUs,Yes,Defense,,Chipshajen,Ana,,,8:03:25,8:10:07,0:06:42,100.00%,402,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,2,0:06:42,EnVyUs,Yes,Defense,,Cocco,Reinhardt,,,8:03:25,8:10:07,0:06:42,100.00%,402,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,2,0:06:42,EnVyUs,Yes,Defense,,Harryhook,Lucio,,,8:03:25,8:10:07,0:06:42,100.00%,402,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,2,0:06:42,EnVyUs,Yes,Defense,,Internethulk,Zarya,,,8:03:25,8:10:07,0:06:42,100.00%,402,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,2,0:06:42,EnVyUs,Yes,Defense,,Talespin,Mei,,,8:03:25,8:07:03,0:03:38,54.23%,218,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,2,0:06:42,Fnatic,No,Offense,,IDDQD,McCree,Tracer,Dorado Courtyard ,8:06:22,8:10:07,0:03:45,55.97%,225,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,2,0:06:42,EnVyUs,Yes,Defense,,Taimou,McCree,Roadhog,Dorado Second Arch,8:07:03,8:10:07,0:03:04,45.77%,184,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,2,0:06:42,EnVyUs,Yes,Defense,,Talespin,Tracer,Mei,Dorado Second Arch,8:07:03,8:10:07,0:03:04,45.77%,184,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Dorado,2,0:06:42,Fnatic,No,Offense,,Coolmatt69,Winston,Zarya,Dorado Second Arch,8:07:13,8:10:07,0:02:54,43.28%,174,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Sanctum,1,0:04:47,EnVyUs,Yes,KotH,Yes,Taimou,Roadhog,,,8:15:12,8:19:59,0:04:47,100.00%,287,0:04:47
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Sanctum,1,0:04:47,EnVyUs,Yes,KotH,Yes,Chipshajen,Ana,,,8:15:12,8:19:59,0:04:47,100.00%,287,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Sanctum,1,0:04:47,EnVyUs,Yes,KotH,Yes,Cocco,Zarya,,,8:15:12,8:19:59,0:04:47,100.00%,287,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Sanctum,1,0:04:47,EnVyUs,Yes,KotH,Yes,Harryhook,Lucio,,,8:15:12,8:19:59,0:04:47,100.00%,287,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Sanctum,1,0:04:47,EnVyUs,Yes,KotH,Yes,Internethulk,Winston,,,8:15:12,8:19:59,0:04:47,100.00%,287,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Sanctum,1,0:04:47,EnVyUs,Yes,KotH,Yes,Talespin,Tracer,,,8:15:12,8:19:59,0:04:47,100.00%,287,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Sanctum,1,0:04:47,Fnatic,No,KotH,No,Buds,Reaper,,,8:15:12,8:19:59,0:04:47,100.00%,287,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Sanctum,1,0:04:47,Fnatic,No,KotH,No,Vonethil,Lucio,,,8:15:12,8:19:59,0:04:47,100.00%,287,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Sanctum,1,0:04:47,Fnatic,No,KotH,No,Custa,Ana,,,8:15:12,8:19:59,0:04:47,100.00%,287,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Sanctum,1,0:04:47,Fnatic,No,KotH,No,Coolmatt69,Zarya,,,8:15:12,8:19:59,0:04:47,100.00%,287,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Sanctum,1,0:04:47,Fnatic,No,KotH,No,IDDQD,Tracer,,,8:15:12,8:19:10,0:03:58,82.93%,238,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Sanctum,1,0:04:47,Fnatic,No,KotH,No,Stoop,Reinhardt,,,8:15:12,8:19:59,0:04:47,100.00%,287,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Sanctum,1,0:04:47,Fnatic,No,KotH,No,IDDQD,McCree,Tracer,,8:19:10,8:19:59,0:00:49,17.07%,49,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Village,2,0:04:13,EnVyUs,Yes,KotH,Yes,Taimou,Roadhog,,,8:20:46,8:24:59,0:04:13,100.00%,253,0:04:13
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Village,2,0:04:13,EnVyUs,Yes,KotH,Yes,Chipshajen,Ana,,,8:20:46,8:24:59,0:04:13,100.00%,253,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Village,2,0:04:13,EnVyUs,Yes,KotH,Yes,Cocco,Reinhardt,,,8:20:46,8:24:59,0:04:13,100.00%,253,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Village,2,0:04:13,EnVyUs,Yes,KotH,Yes,Harryhook,Lucio,,,8:20:46,8:24:59,0:04:13,100.00%,253,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Village,2,0:04:13,EnVyUs,Yes,KotH,Yes,Internethulk,Zarya,,,8:20:46,8:24:59,0:04:13,100.00%,253,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Village,2,0:04:13,EnVyUs,Yes,KotH,Yes,Talespin,Tracer,,,8:20:46,8:24:59,0:04:13,100.00%,253,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Village,2,0:04:13,Fnatic,No,KotH,No,Buds,Reaper,,,8:20:46,8:24:59,0:04:13,100.00%,253,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Village,2,0:04:13,Fnatic,No,KotH,No,Vonethil,Lucio,,,8:20:46,8:24:59,0:04:13,100.00%,253,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Village,2,0:04:13,Fnatic,No,KotH,No,Custa,Ana,,,8:20:46,8:24:59,0:04:13,100.00%,253,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Village,2,0:04:13,Fnatic,No,KotH,No,Coolmatt69,Zarya,,,8:20:46,8:24:59,0:04:13,100.00%,253,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Village,2,0:04:13,Fnatic,No,KotH,No,IDDQD,Tracer,,,8:20:46,8:24:59,0:04:13,100.00%,253,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Village,2,0:04:13,Fnatic,No,KotH,No,Stoop,Reinhardt,,,8:20:46,8:24:59,0:04:13,100.00%,253,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Temple,3,0:03:00,EnVyUs,Yes,KotH,Yes,Taimou,McCree,,,8:25:47,8:28:47,0:03:00,100.00%,180,0:03:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Temple,3,0:03:00,EnVyUs,Yes,KotH,Yes,Chipshajen,Ana,,,8:25:47,8:28:47,0:03:00,100.00%,180,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Temple,3,0:03:00,EnVyUs,Yes,KotH,Yes,Cocco,Reinhardt,,,8:25:47,8:28:47,0:03:00,100.00%,180,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Temple,3,0:03:00,EnVyUs,Yes,KotH,Yes,Harryhook,Lucio,,,8:25:47,8:28:47,0:03:00,100.00%,180,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Temple,3,0:03:00,EnVyUs,Yes,KotH,Yes,Internethulk,Zarya,,,8:25:47,8:28:47,0:03:00,100.00%,180,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Temple,3,0:03:00,EnVyUs,Yes,KotH,Yes,Talespin,Tracer,,,8:25:47,8:28:47,0:03:00,100.00%,180,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Temple,3,0:03:00,Fnatic,No,KotH,No,Buds,Reaper,,,8:25:47,8:28:47,0:03:00,100.00%,180,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Temple,3,0:03:00,Fnatic,No,KotH,No,Vonethil,Lucio,,,8:25:47,8:28:47,0:03:00,100.00%,180,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Temple,3,0:03:00,Fnatic,No,KotH,No,Custa,Zenyatta,,,8:25:47,8:28:47,0:03:00,100.00%,180,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Temple,3,0:03:00,Fnatic,No,KotH,No,Coolmatt69,Roadhog,,,8:25:47,8:28:47,0:03:00,100.00%,180,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Temple,3,0:03:00,Fnatic,No,KotH,No,IDDQD,McCree,,,8:25:47,8:28:47,0:03:00,100.00%,180,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Temple,3,0:03:00,Fnatic,No,KotH,No,Stoop,Zarya,Reinhardt,,8:25:47,8:26:32,0:00:45,25.00%,45,0:00:00
2,9/26/2016,Overwatch Open,NA Upper Bracket Finals 2,Nepal - Temple,3,0:03:00,Fnatic,No,KotH,No,Stoop,Winston,Zarya,,8:26:32,8:28:47,0:02:15,75.00%,135,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,1,0:08:46,NiP,No,Defense,,Kyynel,Lucio,,,0:44:36,0:53:22,0:08:46,100.00%,526,0:08:46
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,1,0:08:46,NiP,No,Defense,,ZuppehW,Ana,,,0:44:36,0:53:22,0:08:46,100.00%,526,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,1,0:08:46,NiP,No,Defense,,Zappis,Genji,,,0:44:36,0:53:22,0:08:46,100.00%,526,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,1,0:08:46,NiP,No,Defense,,Mafu,Zarya,,,0:44:36,0:49:50,0:05:14,59.70%,314,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,1,0:08:46,NiP,No,Defense,,Hymzi,Roadhog,,,0:44:36,0:53:22,0:08:46,100.00%,526,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,1,0:08:46,NiP,No,Defense,,Fragi,Reinhardt,,,0:44:36,0:49:38,0:05:02,57.41%,302,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,1,0:08:46,Reunited,Yes,Offense,,Kyb,Roadhog,,,0:44:36,0:46:56,0:02:20,26.62%,140,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,1,0:08:46,Reunited,Yes,Offense,,Kruise,Lucio,,,0:44:36,0:53:22,0:08:46,100.00%,526,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,1,0:08:46,Reunited,Yes,Offense,,Morte,Genji,,,0:44:36,0:53:22,0:08:46,100.00%,526,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,1,0:08:46,Reunited,Yes,Offense,,Vallutaja,Tracer,,,0:44:36,0:53:22,0:08:46,100.00%,526,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,1,0:08:46,Reunited,Yes,Offense,,Unfixed,Zarya,,,0:44:36,0:53:22,0:08:46,100.00%,526,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,1,0:08:46,Reunited,Yes,Offense,,Winghaven,Reinhardt,,,0:44:36,0:53:22,0:08:46,100.00%,526,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,1,0:08:46,Reunited,Yes,Offense,,Kyb,Reaper,Roadhog,Volskaya Second Point,0:46:56,0:53:22,0:06:26,73.38%,386,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,1,0:08:46,NiP,No,Defense,,Fragi,Tracer,Reinhardt,Volskaya Second Point,0:49:38,0:50:02,0:00:24,4.56%,24,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,1,0:08:46,NiP,No,Defense,,Mafu,D.va,Zarya,Volskaya Second Point,0:49:50,0:53:22,0:03:32,40.30%,212,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,1,0:08:46,NiP,No,Defense,,Fragi,Reinhardt,Tracer,Volskaya Second Point,0:50:02,0:51:36,0:01:34,17.87%,94,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,1,0:08:46,NiP,No,Defense,,Fragi,Tracer,Reinhardt,Volskaya Second Point,0:51:36,0:53:22,0:01:46,20.15%,106,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,2,0:03:43,NiP,Yes,Offense,,Kyynel,Lucio,,,0:55:19,0:59:02,0:03:43,100.00%,223,0:03:43
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,2,0:03:43,NiP,Yes,Offense,,Hymzi,Roadhog,,,0:55:19,0:59:02,0:03:43,100.00%,223,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,2,0:03:43,NiP,Yes,Offense,,Fragi,Reinhardt,,,0:55:19,0:59:02,0:03:43,100.00%,223,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,2,0:03:43,NiP,Yes,Offense,,Mafu,Zarya,,,0:55:19,0:59:02,0:03:43,100.00%,223,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,2,0:03:43,NiP,Yes,Offense,,Zappis,Hanzo,,,0:55:19,0:56:10,0:00:51,22.87%,51,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,2,0:03:43,NiP,Yes,Offense,,ZuppehW,Ana,,,0:55:19,0:59:02,0:03:43,100.00%,223,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,2,0:03:43,Reunited,No,Defense,,Kyb,Roadhog,,,0:55:19,0:59:02,0:03:43,100.00%,223,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,2,0:03:43,Reunited,No,Defense,,Kruise,Lucio,,,0:55:19,0:58:16,0:02:57,79.37%,177,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,2,0:03:43,Reunited,No,Defense,,Morte,Ana,,,0:55:19,0:59:02,0:03:43,100.00%,223,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,2,0:03:43,Reunited,No,Defense,,Vallutaja,Winston,,,0:55:19,0:59:02,0:03:43,100.00%,223,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,2,0:03:43,Reunited,No,Defense,,Unfixed,Genji,,,0:55:19,0:59:02,0:03:43,100.00%,223,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,2,0:03:43,Reunited,No,Defense,,Winghaven,Reinhardt,,,0:55:19,0:59:02,0:03:43,100.00%,223,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,2,0:03:43,NiP,Yes,Offense,,Zappis,Tracer,Hanzo,Volskaya First Point,0:56:10,0:59:02,0:02:52,77.13%,172,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,2,0:03:43,Reunited,No,Defense,,Kruise,Mei,Lucio,Volskaya Second Point,0:58:16,0:59:02,0:00:46,20.63%,46,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,3,0:01:06,NiP,Yes,Offense,,Kyynel,Lucio,,,1:00:29,1:01:35,0:01:06,100.00%,66,0:01:06
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,3,0:01:06,NiP,Yes,Offense,,Hymzi,Roadhog,,,1:00:29,1:01:35,0:01:06,100.00%,66,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,3,0:01:06,NiP,Yes,Offense,,Fragi,Reinhardt,,,1:00:29,1:01:35,0:01:06,100.00%,66,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,3,0:01:06,NiP,Yes,Offense,,Mafu,Zarya,,,1:00:29,1:01:35,0:01:06,100.00%,66,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,3,0:01:06,NiP,Yes,Offense,,Zappis,Hanzo,,,1:00:29,1:01:35,0:01:06,100.00%,66,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,3,0:01:06,NiP,Yes,Offense,,ZuppehW,Ana,,,1:00:29,1:01:35,0:01:06,100.00%,66,0:00:00
2,9/28/2016,Overwatch Open,EU Upper Bracket Round 1,Volskaya Industries,3,0:01:06,Reunited,No,Defense,,Kyb,Roadhog,,,1:00:29,1:01:35,0:01:06,100.00%,66,0:00:00
